planet_name,hoststar_name,star_count,planet_count,moon_count,circumbinary_flag,discovery_method,discovery_year,discovery_facility,controversial_flag,orbital_period,orbit_semi_major_axis,planet_radius_earth,planet_radius_jupiter,planet_mass_earth,planet_mass_jupiter,planet_density,planet_orbital_eccentricity,planet_insolation_flux,planet_equilibrium_temperature,spectral_type,stellar_effective_temperature,stellar_radius,stellar_mass,stellar_metallicity,stellar_metallicity_ratio,stellar_luminosity,stellar_surface_gravity,stellar_age,stellar_density,stellar_rotational_velocity,stellar_rotational_period
CoRoT-27 b,CoRoT-27,1,1,0,0,Transit,2014,CoRoT,0,3.57532000,0.047600,11.287,1.007,3302.11000,10.39000,12.600000,0.065000,,1500,G2,5900.00,1.08,1.05,-0.100,[M/H],-0.166,4.40,4.210,1.24000,4.0000,
CoRoT-28 b,CoRoT-28,1,1,0,0,Transit,2015,CoRoT,0,5.20851000,0.060300,10.705,0.955,153.82972,0.48400,0.690000,0.047000,,,G8/9 IV,5150.00,1.78,1.01,0.150,[Fe/H],0.388,3.60,12.000,0.27000,3.0000,
CoRoT-29 b,CoRoT-29,1,1,0,0,Transit,2015,CoRoT,0,2.85057000,0.038600,10.088,0.900,270.15550,0.85000,1.450000,0.082000,,,K0 V,5260.00,0.90,0.97,0.200,[Fe/H],-0.094,4.30,4.500,1.82500,3.5000,
CoRoT-3 b,CoRoT-3,1,1,0,0,Transit,2008,CoRoT,0,4.25680000,0.057830,11.320,1.010,6883.91000,21.66000,26.400000,0.000000,,1695,F3 V,6740.00,1.56,1.37,0.140,[Fe/H],0.391,4.22,2.200,0.43100,17.0000,
CoRoT-30 b,CoRoT-30,1,1,0,0,Transit,2020,CoRoT,0,9.06005000,0.084400,11.310,1.009,921.70700,2.90000,3.450000,0.007000,,,G3 V,5650.00,0.91,0.98,0.020,[Fe/H],-0.197,4.40,3.000,1.54162,4.3000,
CoRoT-31 b,CoRoT-31,1,1,0,0,Transit,2020,CoRoT,0,4.62941000,0.058600,16.365,1.460,266.97720,0.84000,0.330000,0.020000,,,G2 IV,5700.00,2.15,1.25,0.000,[Fe/H],0.398,3.85,4.700,0.15180,2.8000,
CoRoT-35 b,CoRoT-35,1,1,0,0,Transit,2022,CoRoT,0,3.22748000,0.042900,18.831,1.680,349.61125,1.10000,0.290000,0.000000,,1747,F6 V,6390.00,1.65,1.01,-0.500,[Fe/H],0.362,4.01,6.100,0.44716,8.8000,
CoRoT-36 b,CoRoT-36,1,1,0,0,Transit,2022,CoRoT,0,5.61653100,0.066000,15.805,1.410,216.12332,0.68000,0.250000,0.000000,,1567,F3 V,6730.00,1.52,1.32,-0.100,[Fe/H],0.813,4.16,2.100,0.23732,25.6000,
CoRoT-4 b,CoRoT-4,1,1,0,0,Transit,2008,CoRoT,0,9.20205000,0.090000,13.340,1.190,228.83000,0.72000,0.525000,0.000000,203.95,1074,,6190.00,1.17,1.16,0.050,,0.185,4.41,1.000,1.11000,6.4000,8.90
CoRoT-5 b,CoRoT-5,1,1,0,0,Transit,2009,CoRoT,0,4.03789620,0.049470,15.558,1.388,148.42000,0.46700,0.217000,0.090000,786.29,1438,F9 V,6100.00,1.19,1.00,-0.250,[M/H],0.180,4.19,6.900,1.01000,1.0000,
CoRoT-6 b,CoRoT-6,1,1,0,0,Transit,2009,CoRoT,0,8.88659300,0.085500,13.068,1.166,940.74000,2.96000,2.320000,0.100000,,1017,F9 V,6090.00,1.03,1.05,-0.200,[Fe/H],0.026,4.43,2.500,1.31000,7.6000,6.40
CoRoT-7 b,CoRoT-7,1,3,0,0,Transit,2009,CoRoT,0,0.85359163,0.017016,1.681,0.150,4.07661,0.01283,9.355000,0.000000,,1756,G9 V,5275.00,0.83,0.82,0.050,[Fe/H],-0.289,4.50,1.800,2.00000,3.5000,
CoRoT-7 c,CoRoT-7,1,3,0,0,Radial Velocity,2009,CoRoT,0,3.69800000,0.046000,2.830,0.253,8.40000,0.02643,2.040000,0.000000,,,G9 V,5256.00,0.86,0.90,0.060,[M/H],-0.289,4.52,1.800,1.96324,3.5000,
CoRoT-7 d,CoRoT-7,1,3,0,0,Radial Velocity,2022,La Silla Observatory,0,8.96600000,,4.310,0.384,17.14200,0.05393,1.180000,,,,G9 V,5250.00,0.84,0.92,0.020,[Fe/H],-0.292,4.57,1.800,2.35400,3.5000,
CoRoT-8 b,CoRoT-8,1,1,0,0,Transit,2010,CoRoT,0,6.21229000,0.063000,6.390,0.570,69.92000,0.22000,1.600000,0.000000,,870,K1 V,5080.00,0.77,0.88,0.300,[M/H],-0.400,4.58,3.000,2.70000,2.0000,
CoRoT-9 b,CoRoT-9,2,1,0,0,Transit,2009,CoRoT,0,95.27265600,0.402100,11.949,1.066,266.97720,0.84000,0.860000,0.133000,,420,G3 V,5625.00,0.96,0.96,-0.010,[Fe/H],-0.254,4.54,6.000,1.51000,3.5000,
CoRoTID 223977153 b,CoRoTID 223977153,1,1,0,0,Transit,2017,CoRoT,0,6.71837000,0.071000,6.389,0.570,47.67450,0.15000,1.100000,,132.26,938,G0 VI,5970.00,0.79,1.08,0.000,[Fe/H],-0.155,4.67,,1.57283,3.2000,
DE CVn b,DE CVn,2,1,0,1,Eclipse Timing Variations,2018,Multiple Facilities,0,4098.10000000,5.750000,12.400,1.100,3823.27330,12.02930,11.000000,0.000000,,,,3579.00,0.42,0.51,,,-1.574,4.80,,7.71066,,
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,0,0,Astrometry,2013,Paranal Observatory,0,246.36000000,0.360000,11.900,1.060,9057.77000,28.50000,29.500000,0.345000,,,L1.5,,,0.07,,,,,1.000,,,
DH Tau b,DH Tau,1,1,0,0,Imaging,2004,Subaru Telescope,0,,330.000000,30.264,2.700,3496.00000,11.00000,0.693000,,,2200,M0.5,4371.00,0.27,0.33,,,-0.212,4.00,0.001,0.37705,,
DMPP-1 b,DMPP-1,1,4,0,0,Radial Velocity,2019,La Silla Observatory,0,18.57000000,0.146200,5.290,0.472,24.27000,0.07636,0.901000,0.083000,,877,F8 V,6196.00,1.26,1.21,,,0.320,4.41,2.010,0.81281,3.4100,
DMPP-1 c,DMPP-1,1,4,0,0,Radial Velocity,2019,La Silla Observatory,0,6.58400000,0.073300,3.060,0.273,9.60000,0.03020,1.840000,0.057000,,1239,F8 V,6196.00,1.26,1.21,,,0.320,4.41,2.010,0.81281,3.4100,
DMPP-1 d,DMPP-1,1,4,0,0,Radial Velocity,2019,La Silla Observatory,0,2.88200000,0.042200,1.650,0.147,3.35000,0.01054,4.100000,0.070000,,1632,F8 V,6196.00,1.26,1.21,,,0.320,4.41,2.010,0.81281,3.4100,
DMPP-1 e,DMPP-1,1,4,0,0,Radial Velocity,2019,La Silla Observatory,0,5.51600000,0.065100,1.860,0.166,4.13000,0.01299,3.530000,0.070000,,1314,F8 V,6196.00,1.26,1.21,,,0.320,4.41,2.010,0.81281,3.4100,
DMPP-2 b,DMPP-2,1,1,0,0,Radial Velocity,2019,Multiple Facilities,0,5.20720000,0.066400,14.300,1.280,138.89171,0.43700,0.261000,0.078000,,1000,F5 V,6500.00,1.78,1.44,,,0.104,4.10,2.000,0.24354,5.1000,
DMPP-3 A b,DMPP-3 A,2,1,0,0,Radial Velocity,2019,La Silla Observatory,0,6.67320000,0.066200,1.410,0.126,2.58000,0.00812,5.060000,0.140000,,854,K0 V,5138.00,0.91,0.87,0.180,[Fe/H],-0.293,4.30,10.900,,1.9700,21.80
DP Leo b,DP Leo,2,1,0,1,Eclipse Timing Variations,2009,Yunnan Astronomical Observatory,0,10220.00000000,8.190000,12.700,1.140,1995.88832,6.28000,5.350000,0.390000,,,,13500.00,0.01,0.69,,,-2.400,,,,,
DS Tuc A b,DS Tuc A,2,1,0,0,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,8.13826800,,5.700,0.509,413.17900,1.30000,,0.000000,115.83,850,G6 V,5428.00,0.96,1.01,0.000,,-0.140,4.60,0.045,2.40000,17.8000,2.85
EPIC 201170410.02,EPIC 201170410,1,1,0,0,Transit,2020,K2,0,6.79870000,0.034900,1.047,0.093,1.15000,0.00360,5.510000,0.000000,,,,3648.00,0.28,0.29,-0.048,[Fe/H],-1.900,5.00,,,,
EPIC 201238110 b,EPIC 201238110,1,1,0,0,Transit,2019,K2,0,28.16560000,,1.870,0.167,4.16000,0.01310,3.500000,,,,,3587.00,0.37,0.41,,,-1.508,4.78,,6.73294,,
EPIC 201427007 b,EPIC 201427007,1,1,0,0,Transit,2021,K2,0,0.72091000,,1.500,0.134,2.86000,0.00899,4.660000,,,,,5633.00,0.94,0.93,-0.053,[Fe/H],-0.049,4.40,,1.02055,,
EPIC 201497682 b,EPIC 201497682,1,1,0,0,Transit,2019,K2,0,2.13174000,,0.692,0.062,0.26000,0.00082,4.310000,,,,,4991.00,0.55,0.78,-0.089,[M/H],-0.766,4.63,,3.22926,,
EPIC 201595106 b,EPIC 201595106,1,1,0,0,Transit,2021,K2,0,0.87721400,,1.300,0.116,2.24000,0.00705,5.600000,,,1874,,5820.00,0.93,1.02,-0.010,[Fe/H],-0.026,4.60,,1.47541,3.6200,
EPIC 201615463 c,K2-166,1,2,0,0,Transit,2019,K2,0,3.80464000,,1.220,0.109,1.98000,0.00624,5.990000,,,,,5942.50,1.60,1.07,-0.051,[M/H],0.458,4.09,,0.42293,,
EPIC 201754305 d,K2-16,1,3,0,0,Transit,2019,K2,0,2.71578000,,1.030,0.092,1.08000,0.00340,5.430000,,,,K3 V,4761.00,0.54,0.67,-0.330,[Fe/H],-0.761,4.63,,2.95996,2.0000,
EPIC 201757695.02,EPIC 201757695,1,1,0,0,Transit,2020,K2,0,2.04780000,0.029600,0.908,0.081,0.68800,0.00217,5.050000,0.000000,,,,4520.00,0.66,0.73,-0.003,[Fe/H],-0.364,4.66,,,,
EPIC 201833600 c,K2-50,1,2,0,0,Transit,2019,K2,0,3.96151000,,1.000,0.089,0.97200,0.00306,5.340000,,,,,4292.67,0.63,0.61,-0.113,[M/H],-0.874,4.74,,2.55179,,
EPIC 201841433 b,EPIC 201841433,1,1,0,0,Transit,2019,K2,0,4.16980000,0.035000,1.040,0.093,1.12000,0.00352,5.470000,,,,,5053.00,0.63,0.80,0.000,[Fe/H],-0.635,4.59,,2.65207,,
EPIC 205950854 c,K2-168,1,2,0,0,Transit,2019,K2,0,8.05072200,,1.310,0.117,2.27000,0.00714,5.550000,,,961,,5502.70,0.83,0.88,-0.130,[Fe/H],-0.176,4.39,,1.27040,,
EPIC 206024342 b,EPIC 206024342,1,3,0,0,Transit,2019,K2,0,4.50756000,,1.700,0.152,3.53000,0.01110,3.950000,,,,,5724.00,0.82,0.93,-0.220,[Fe/H],-0.170,4.59,,2.38280,,
EPIC 206024342 c,EPIC 206024342,1,3,0,0,Transit,2021,K2,0,0.91172400,,1.400,0.125,2.54000,0.00800,5.090000,,,,,5724.00,1.10,0.93,-0.220,[Fe/H],-0.170,4.50,,2.38280,,
EPIC 206024342 d,EPIC 206024342,1,3,0,0,Transit,2021,K2,0,14.64753100,,2.600,0.232,7.27000,0.02290,2.270000,,,,,5724.00,1.10,0.93,-0.220,[Fe/H],-0.170,4.50,,2.38280,,
EPIC 206032309 b,EPIC 206032309,1,1,0,0,Transit,2019,K2,0,2.87814000,,1.010,0.090,1.01000,0.00317,5.390000,,,,,3489.00,0.37,0.22,,,-1.730,4.85,,9.77858,,
EPIC 206042996 b,EPIC 206042996,1,2,0,0,Transit,2019,K2,0,5.29860000,,1.700,0.152,3.53000,0.01110,3.950000,,,,,4114.00,0.50,0.57,0.006,[Fe/H],-0.980,4.80,,2.90458,,
EPIC 206042996 c,EPIC 206042996,1,2,0,0,Transit,2021,K2,0,0.35488400,,1.200,0.107,1.87000,0.00588,5.950000,,,,,4114.00,0.50,0.57,0.006,[Fe/H],-0.980,4.80,,2.90458,,
EPIC 206215704 b,EPIC 206215704,1,1,0,0,Transit,2019,K2,0,2.25543600,,1.000,0.089,0.97200,0.00306,5.340000,,,,,3297.00,0.25,0.41,-0.330,[Fe/H],-2.088,4.90,,19.87982,,
EPIC 206317286 b,EPIC 206317286,1,2,0,0,Transit,2019,K2,0,1.58252000,,0.960,0.086,0.84000,0.00264,5.220000,,,,,4864.00,0.67,0.71,0.019,[Fe/H],-0.593,4.60,,2.51975,,
EPIC 206317286 c,EPIC 206317286,1,2,0,0,Transit,2022,K2,0,17.51547200,,2.094,0.187,5.03000,0.01580,3.010000,,,,,4752.00,0.76,0.83,0.019,[Fe/H],-0.593,4.60,,2.51975,,
EPIC 211822797 b,EPIC 211822797,1,1,0,0,Transit,2016,K2,0,21.17019630,0.119500,1.920,0.171,4.35000,0.01370,3.380000,0.060000,3.50,431,M0,4057.00,0.58,0.62,0.200,[Fe/H],-1.153,4.70,0.790,3.87972,2.6000,14.60
EPIC 211945201 b,EPIC 211945201,1,1,0,0,Transit,2018,K2,0,19.49221000,0.149300,5.760,0.514,27.00000,0.08495,0.650000,0.000000,31.91,817,G0,6069.00,1.39,1.17,0.100,[Fe/H],0.373,4.22,3.990,2.25300,4.0000,
EPIC 212297394 b,EPIC 212297394,1,2,0,0,Transit,2019,K2,0,2.28936300,,1.480,0.132,2.79000,0.00879,4.730000,,,1149,,5171.00,0.80,0.83,-0.030,[Fe/H],-0.505,4.55,,2.50384,,
EPIC 212297394 c,EPIC 212297394,1,2,0,0,Transit,2016,K2,0,5.21396500,,2.270,0.203,5.77000,0.01820,2.710000,,,866,,5171.00,0.80,0.83,-0.030,[Fe/H],-0.467,4.55,,2.50384,,
EPIC 212424622 b,EPIC 212424622,1,1,0,0,Transit,2019,K2,0,18.09830000,,2.170,0.194,5.35000,0.01680,2.880000,,,,,5782.33,1.22,1.11,,,0.179,4.30,,0.84195,,
EPIC 212499991 b,EPIC 212499991,1,1,0,0,Transit,2019,K2,0,34.88500000,,1.600,0.143,3.19000,0.01000,4.280000,,,,,4982.79,0.76,0.91,,,-0.497,4.61,,2.81669,,
EPIC 212587672 b,EPIC 212587672,1,2,0,0,Transit,2019,K2,0,15.28078000,,1.260,0.112,2.13000,0.00669,5.850000,,,756,,6004.00,0.98,0.99,-0.180,[Fe/H],0.006,4.45,,1.85888,,
EPIC 212587672 c,EPIC 212587672,1,2,0,0,Transit,2016,K2,0,23.22855500,,2.320,0.207,5.99000,0.01890,2.640000,,,658,,6004.00,0.98,0.99,-0.180,[Fe/H],0.038,4.45,,1.85888,,
EPIC 212624936 b,EPIC 212624936,1,2,0,0,Transit,2021,K2,0,0.57865700,,1.200,0.107,1.87000,0.00588,5.950000,,,,,5765.00,0.93,1.00,-0.390,[Fe/H],-0.124,4.40,,1.85537,,
EPIC 212624936 c,EPIC 212624936,1,2,0,0,Transit,2021,K2,0,11.81143700,,2.300,0.205,5.90000,0.01860,2.660000,,,,,5765.00,0.93,1.00,-0.390,[Fe/H],-0.124,4.40,,1.85537,,
EPIC 212737443 b,EPIC 212737443,1,2,0,0,Transit,2019,K2,0,13.60300000,0.098000,2.586,0.231,7.20000,0.02270,2.290000,0.200000,,536,K3,4684.00,0.67,0.69,-0.137,[Fe/H],-0.751,4.62,,3.19000,,
EPIC 212737443 c,EPIC 212737443,1,2,0,0,Transit,2019,K2,0,65.55000000,0.280000,2.690,0.240,7.70000,0.02420,2.170000,0.200000,,316,K3,4684.00,0.67,0.69,-0.137,[Fe/H],-0.804,4.62,,3.19000,,
EPIC 220492298 b,EPIC 220492298,1,1,0,0,Transit,2021,K2,0,0.76240600,,0.990,0.088,0.93700,0.00295,5.310000,,,,,5620.00,0.89,0.95,0.280,[Fe/H],-0.009,4.50,,0.97092,,
EPIC 220554210 c,K2-282,1,2,0,0,Transit,2019,K2,0,0.70531000,,1.600,0.143,3.19000,0.01000,4.280000,,,,,5499.00,1.00,0.94,-0.230,[Fe/H],-0.215,4.50,,1.44200,,
EPIC 220674823 b,EPIC 220674823,1,2,0,0,Transit,2016,K2,0,0.57121200,0.013120,1.600,0.143,7.72000,0.02429,8.500000,0.000000,4293.00,2119,G5 V,5613.00,0.95,0.93,0.010,[Fe/H],-0.119,4.60,5.000,1.35000,2.6200,
EPIC 220674823 c,EPIC 220674823,1,2,0,0,Transit,2016,K2,0,13.33461500,0.109100,2.200,0.196,5.80000,0.01825,2.000000,0.180000,64.00,741,G5 V,5613.00,0.95,0.93,0.010,[Fe/H],-0.119,4.60,5.000,1.35000,2.6200,
EPIC 228836835 b,EPIC 228836835,1,1,0,0,Transit,2021,K2,0,0.72811300,,1.100,0.098,1.37000,0.00430,5.660000,,,932,,3782.00,0.32,0.42,-0.180,[Fe/H],-1.612,5.00,,7.73989,,
EPIC 246851721 b,EPIC 246851721,2,1,0,0,Transit,2018,K2,0,6.18023500,0.072290,11.781,1.051,953.49000,3.00000,3.100000,,642.00,1401,F5 V,6202.00,1.59,1.32,0.141,[Fe/H],0.526,4.16,3.020,0.46500,74.9200,
EPIC 248847494 b,EPIC 248847494,1,1,0,0,Transit,2018,K2,0,3650.00000000,4.500000,12.442,1.110,4131.79000,13.00000,,0.000000,0.19,183,,4898.00,2.70,0.90,-0.230,[Fe/H],0.548,3.52,,0.06400,,
EPIC 249893012 b,EPIC 249893012,1,3,0,0,Transit,2020,K2,0,3.59510000,0.047000,1.950,0.174,8.75000,0.02753,6.390000,0.060000,1037.00,1616,G8 IV/V,5430.00,1.71,1.05,0.200,[Fe/H],0.356,3.99,9.000,0.29800,2.1000,41.00
EPIC 249893012 c,EPIC 249893012,1,3,0,0,Transit,2020,K2,0,15.62400000,0.130000,3.670,0.327,14.67000,0.04616,1.620000,0.070000,160.00,990,G8 IV/V,5430.00,1.71,1.05,0.200,[Fe/H],0.356,3.99,9.000,0.29800,2.1000,41.00
EPIC 249893012 d,EPIC 249893012,1,3,0,0,Transit,2020,K2,0,35.74700000,0.220000,3.940,0.352,10.18000,0.03203,0.910000,0.150000,53.00,752,G8 IV/V,5430.00,1.71,1.05,0.200,[Fe/H],0.356,3.99,9.000,0.29800,2.1000,41.00
FU Tau b,FU Tau,1,1,0,0,Imaging,2008,Spitzer Space Telescope,0,,800.000000,12.200,1.090,5085.28000,16.00000,15.400000,,,2375,M7.25,2838.00,,0.05,,,-0.699,,0.001,,,
G 264-012 b,G 264-012,1,2,0,0,Radial Velocity,2021,Calar Alto Observatory,0,2.30538000,0.022790,1.390,0.124,2.50000,0.00787,5.120000,,20.50,587,M4.0 V,3326.00,0.30,0.30,0.100,[Fe/H],-1.972,4.85,,13.25922,2.0000,100.00
G 264-012 c,G 264-012,1,2,0,0,Radial Velocity,2021,Calar Alto Observatory,0,8.05180000,0.052500,1.760,0.157,3.75000,0.01180,3.780000,,3.87,387,M4.0 V,3326.00,0.30,0.30,0.100,[Fe/H],-1.972,4.85,,13.25922,2.0000,100.00
G 9-40 b,G 9-40,1,1,0,0,Transit,2019,K2,0,5.74600700,0.038500,2.025,0.181,11.70000,0.03681,,0.000000,7.20,456,M2.5 V,3348.00,0.31,0.29,0.040,[Fe/H],-1.971,4.93,9.900,14.11000,2.0000,29.85
GJ 1002 b,GJ 1002,1,2,0,0,Radial Velocity,2022,Multiple Observatories,0,10.34650000,0.045700,1.030,0.092,1.08000,0.00340,5.430000,,0.67,231,M5.5 V,3024.00,0.14,0.12,-0.250,[Fe/H],-2.852,5.10,,55.44255,,126.00
GJ 1002 c,GJ 1002,1,2,0,0,Radial Velocity,2022,Multiple Observatories,0,21.20200000,0.073800,1.100,0.098,1.36000,0.00428,5.610000,,0.26,182,M5.5 V,3024.00,0.14,0.12,-0.250,[Fe/H],-2.852,5.10,,55.44255,,126.00
GJ 1061 b,GJ 1061,1,3,0,0,Radial Velocity,2020,La Silla Observatory,0,3.20400000,0.021000,1.100,0.098,1.37000,0.00431,5.660000,0.310000,3.80,,M5.5 V,2953.00,0.16,0.12,-0.080,[Fe/H],-2.770,5.16,7.000,47.56190,2.5000,
GJ 1061 c,GJ 1061,1,3,0,0,Radial Velocity,2020,La Silla Observatory,0,6.68900000,0.035000,1.180,0.105,1.74000,0.00547,5.820000,0.290000,1.40,,M5.5 V,2953.00,0.16,0.12,-0.080,[Fe/H],-2.770,5.16,7.000,47.56190,2.5000,
GJ 1061 d,GJ 1061,1,3,0,0,Radial Velocity,2020,La Silla Observatory,0,13.03100000,0.054000,1.160,0.103,1.64000,0.00516,5.770000,0.530000,0.60,,M5.5 V,2953.00,0.16,0.12,-0.080,[Fe/H],-2.770,5.16,7.000,47.56190,2.5000,
GJ 1132 b,GJ 1132,1,2,0,0,Transit,2015,Cerro Tololo Inter-American Observatory,0,1.62893100,0.015300,1.130,0.101,1.66000,0.00522,6.300000,0.220000,20.96,529,M4.5 V,3270.00,0.21,0.18,-0.120,[Fe/H],-2.359,4.88,5.000,15.40000,2.0000,122.30
GJ 1132 c,GJ 1132,1,2,0,0,Radial Velocity,2018,La Silla Observatory,0,8.92900000,0.047600,1.430,0.128,2.64000,0.00831,4.960000,0.270000,,300,M4.5 V,3270.00,0.21,0.18,-0.120,[Fe/H],-2.359,5.02,5.000,23.78462,2.0000,122.30
GJ 1148 b,GJ 1148,1,2,0,0,Radial Velocity,2010,W. M. Keck Observatory,0,41.38000000,0.166000,11.900,1.070,96.70000,0.30425,0.315000,0.380000,,,M5,3287.00,0.36,0.34,0.160,[Fe/H],-1.869,4.87,,10.52554,,
GJ 1148 c,GJ 1148,1,2,0,0,Radial Velocity,2017,Calar Alto Observatory,0,532.58000000,0.912000,9.710,0.866,68.06000,0.21414,0.409000,0.342000,,,M5,3287.00,0.36,0.34,0.160,[Fe/H],-1.869,4.87,,10.52554,,
GJ 1151 c,GJ 1151,1,1,0,0,Radial Velocity,2023,Multiple Facilities,0,389.70000000,0.571400,3.250,0.290,10.62000,0.03341,1.700000,,,,M 4.5V,3280.00,0.18,0.16,-0.120,[Fe/H],-2.480,5.09,,29.34709,2.0000,140.00
GJ 1214 b,GJ 1214,1,1,0,0,Transit,2009,MEarth Project,0,1.58040433,0.014900,2.742,0.245,8.17000,0.02571,2.200000,0.063000,21.00,596,M4 V,3250.00,0.21,0.18,0.290,[Fe/H],-2.337,5.03,3.000,25.40000,2.0000,124.70
GJ 1252 b,GJ 1252,1,1,0,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,0.51824160,0.009150,1.180,0.105,1.32000,0.00415,4.410000,0.000000,233.00,1089,M3,3458.00,0.39,0.38,0.100,[Fe/H],-1.708,4.89,3.900,8.99304,,64.00
GJ 1265 b,GJ 1265,1,1,0,0,Radial Velocity,2018,Calar Alto Observatory,0,3.65110000,0.026000,2.630,0.234,7.40000,0.02328,2.240000,0.040000,,,M4.5 V,3236.00,0.19,0.18,-0.040,[Fe/H],-2.439,5.09,,,2.0000,70.00
GJ 143 b,GJ 143,1,2,0,0,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,35.61253000,0.191500,2.610,0.233,22.70000,0.07142,7.000000,0.188000,5.62,422,K4.5,4640.00,0.70,0.73,0.003,[Fe/H],-0.686,4.61,3.800,3.03000,,
GJ 15 A b,GJ 15 A,2,2,0,0,Radial Velocity,2014,W. M. Keck Observatory,1,11.44070000,0.072000,1.550,0.139,3.03000,0.00953,4.470000,0.094000,,550,M1,3607.00,0.38,0.38,-0.340,[Fe/H],-1.655,4.87,,8.37411,1.0900,
GJ 15 A c,GJ 15 A,2,2,0,0,Radial Velocity,2018,Roque de los Muchachos Observatory,0,7600.00000000,5.400000,6.670,0.595,36.00000,0.11327,0.667000,0.270000,,,M1,3607.00,0.38,0.38,-0.340,[Fe/H],-1.655,4.87,,8.37411,1.0900,
GJ 160.2 b,GJ 160.2,1,1,0,0,Radial Velocity,2014,Multiple Observatories,0,5.23540000,0.053000,3.170,0.283,10.20000,0.03209,1.760000,0.060000,,,M0 V,4347.00,0.66,0.69,,,-0.796,4.61,,3.12966,,43.60
GJ 163 b,GJ 163,1,3,0,0,Radial Velocity,2013,La Silla Observatory,0,8.63182000,0.060700,3.250,0.290,10.60000,0.03335,1.700000,0.073000,,,M,3500.00,0.41,0.40,0.100,[Fe/H],-1.708,4.82,6.000,8.24778,,
GJ 163 c,GJ 163,1,3,0,0,Radial Velocity,2013,La Silla Observatory,0,25.63058000,0.125400,2.500,0.223,6.80000,0.02140,2.390000,0.099000,,,M,3500.00,0.41,0.40,0.100,[Fe/H],-1.708,4.82,6.000,8.24778,,
GJ 163 d,GJ 163,1,3,0,0,Radial Velocity,2013,La Silla Observatory,0,603.95116000,1.030400,5.920,0.528,29.40000,0.09250,0.779000,0.373000,,,M,3500.00,0.41,0.40,0.100,[Fe/H],-1.708,4.82,6.000,8.24778,,
GJ 179 b,GJ 179,1,1,0,0,Radial Velocity,2009,W. M. Keck Observatory,0,2288.00000000,2.410000,13.900,1.240,260.61000,0.82000,0.533000,0.210000,,,M3.5 V,3370.00,0.38,0.36,0.300,[Fe/H],-1.796,4.83,,9.67547,1.5000,
GJ 180 b,GJ 180,1,3,0,0,Radial Velocity,2014,Multiple Observatories,0,17.13300000,0.092000,2.430,0.217,6.49000,0.02042,2.490000,0.070000,,,M2 V,3371.00,0.41,0.43,,,-1.886,4.81,,8.12507,,
GJ 180 c,GJ 180,1,3,0,0,Radial Velocity,2014,Multiple Observatories,0,24.32900000,0.129000,2.410,0.215,6.40000,0.02014,2.510000,0.090000,,,M2 V,3371.00,0.41,0.43,,,-1.886,4.81,,8.12507,,
GJ 180 d,GJ 180,1,3,0,0,Radial Velocity,2020,Multiple Facilities,0,106.30000000,0.309000,2.660,0.237,7.56000,0.02379,2.210000,0.140000,,,M3,3811.50,0.41,0.43,,,-1.609,4.81,,8.12507,,
GJ 2030 b,GJ 2030,1,2,0,0,Radial Velocity,2022,Multiple Observatories,0,2.38128933,0.034411,1.980,0.177,4.59248,0.01445,3.250000,0.239302,,,,5485.00,2.24,0.96,-0.400,[M/H],0.612,3.72,,0.12025,,
GJ 2030 c,GJ 2030,1,2,0,0,Radial Velocity,2022,Multiple Observatories,0,25533.11353048,16.763449,12.300,1.100,4067.84698,12.79888,12.000000,0.040554,,,,5485.00,2.24,0.96,-0.400,[M/H],0.612,3.72,,0.12025,,
GJ 2056 b,GJ 2056,1,1,0,0,Radial Velocity,2020,Multiple Observatories,0,69.97100000,0.283000,4.170,0.372,16.20000,0.05097,1.230000,0.720000,,,M0V:,4069.95,0.71,0.62,,,-0.905,4.48,,2.07397,,
GJ 229 A c,GJ 229,2,2,0,0,Radial Velocity,2020,Multiple Facilities,0,121.93267601,0.384214,2.870,0.256,8.57613,0.02698,1.990000,0.365639,,,M1.5V,3912.54,0.46,0.51,,,-1.222,4.69,0.400,4.64116,1.0000,
GJ 229 b,GJ 229,2,2,0,0,Radial Velocity,2014,Multiple Observatories,0,579.47494672,1.086215,3.960,0.353,14.85045,0.04672,1.310000,0.403522,,,M1/M2 V,3564.00,0.46,0.51,,,-1.553,4.69,0.400,4.64116,1.0000,
GJ 251 b,GJ 251,1,1,0,0,Radial Velocity,2020,W. M. Keck Observatory,0,14.23800000,0.081800,1.830,0.163,4.00000,0.01259,3.590000,0.100000,2.53,351,M3.0 V,3451.00,0.36,0.36,-0.030,[Fe/H],-1.772,4.96,,10.05319,2.0000,122.10
GJ 27.1 b,GJ 27.1,1,1,0,0,Radial Velocity,2014,Multiple Observatories,0,15.81900000,0.101000,3.660,0.327,13.00000,0.04090,1.460000,0.080000,,,M0.5 V,3542.00,0.52,0.53,,,-1.585,4.72,,5.21124,,
GJ 273 b,GJ 273,1,2,0,0,Radial Velocity,2017,La Silla Observatory,0,18.64980000,0.091101,1.510,0.135,2.89000,0.00909,4.610000,0.100000,1.06,,M3.5,3382.00,0.29,0.29,0.090,[Fe/H],-2.056,4.91,,13.19438,,99.00
